date,actuals.cases,actuals.deaths,metrics.deathDensity,metrics.caseDensity,metrics.testPositivityRatio,cdcTransmissionLevel,riskLevels.caseDensity,riskLevels.overall,metrics.vaccinationsCompletedRatio,metrics.vaccinationsInitiatedRatio
2020-04-05,331769.0,9285.0,0.031710711704380924,9417.1,0.10680250884528787,0.4487378439892406,0.09614628595075524,0.19547382578108838,0.01856923076923077,0.05800261865793781
2020-04-06,362217.0,10662.0,0.03816790355188609,10161.4,0.10561852685751046,0.45155700393130566,0.10069315125181047,0.20032071177322575,0.01856923076923077,0.05800261865793781
2020-04-07,393641.0,12748.0,0.04571682433849032,10931.2,0.10668735927951109,0.45357438444030623,0.1069211669770329,0.2066314918270226,0.01856923076923077,0.05800261865793781
2020-04-08,425086.0,14655.0,0.05090113429284198,11404.1,0.10688710196204568,0.4616956341816677,0.10979205462445686,0.20843161597351542,0.01856923076923077,0.05800261865793781
2020-04-09,459307.0,16262.0,0.05692872474952081,11825.5,0.10642939852042457,0.46304055452100146,0.1117783985102421,0.20933167804676187,0.01856923076923077,0.05800261865793781
2020-04-10,492377.0,18592.0,0.06231372580643628,12092.8,0.10535606304277903,0.46306641837368095,0.1144320297951583,0.20979722739499276,0.01856923076923077,0.05800261865793781
2020-04-11,523167.0,20340.0,0.06698477104014797,12083.9,0.10556095207462207,0.4660148975791434,0.11560624870680737,0.21036623215394168,0.01856923076923077,0.05800261865793781
2020-04-12,549809.0,21916.0,0.07035244726818837,12146.7,0.10611096815696365,0.46570453134698947,0.11564245810055866,0.20939375129319265,0.01856923076923077,0.05800261865793781
2020-04-13,575201.0,23202.0,0.07543267000216758,12050.2,0.10656834995175299,0.4655493482309125,0.11326815642458102,0.2058090213118146,0.01856923076923077,0.05800261865793781
2020-04-14,601917.0,27431.0,0.08475677990511855,11725.6,0.10595207462206498,0.4628336436995655,0.11042830540037245,0.20142768466790814,0.01856923076923077,0.05800261865793781
